nombre,tipo,precio,barrio,lat,long
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" en Madrid",evento,medio,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
"Naturaleza Encendida ""Insectos"" Madrid",evento,bajo,Legazpi,40.39194595,-3.682049206937865
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
"""La Golfa"" de Jamming",evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
"""La Golfa"" de Jamming",evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,bajo,Universidad,40.4286867,-3.7029629
Jamming Sessions,evento,,Universidad,40.4286867,-3.7029629
Belako - Sigo regando,evento,bajo,No encontrado,,
Exhibición de vuelo Fundación Infante de Orleans,evento,bajo,No encontrado,,
Exhibición de vuelo Fundación Infante de Orleans,evento,bajo,No encontrado,,
Exhibición de vuelo Fundación Infante de Orleans,evento,bajo,No encontrado,,
Exhibición de vuelo Fundación Infante de Orleans,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,bajo,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
La madre que me parió,evento,medio,No encontrado,,
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,bajo,Sol,40.4183658,-3.7032747
En ocasiones veo a Umberto,evento,,Sol,40.4183658,-3.7032747
Biznaga,evento,bajo,No encontrado,,
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
Mayumana - Impulso,evento,medio,Palacio,40.4223279,-3.7088585
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,medio,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,,Corralejos,40.46749475,-3.619366805586629
"CIRCLASSICA , Gran Circo Mundi",evento,bajo,Corralejos,40.46749475,-3.619366805586629
