,nombre,local,precio,enlace,año,mes,dia,hora,ubicacion,punto,barrio,lat,long
37,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692223/,2023,12,30,21:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
38,El Rey León,Teatro Lope de Vega,80.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17898961/,2023,12,31,21:30,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
39,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692212/,2024,1,2,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
40,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692242/,2024,1,3,15:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
41,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692193/,2024,1,3,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
42,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692215/,2024,1,4,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
43,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692230/,2024,1,5,20:30,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
44,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692197/,2024,1,6,17:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
45,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692219/,2024,1,6,21:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
46,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692220/,2024,1,7,15:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
47,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692192/,2024,1,7,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
48,El Rey León,Teatro Lope de Vega,25.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691244/,2024,1,9,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
49,El Rey León,Teatro Lope de Vega,25.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691264/,2024,1,10,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
50,El Rey León,Teatro Lope de Vega,39.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691199/,2024,1,11,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
51,El Rey León,Teatro Lope de Vega,50.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691786/,2024,1,12,17:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
52,El Rey León,Teatro Lope de Vega,35.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691782/,2024,1,12,21:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
53,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692213/,2024,1,13,17:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
54,El Rey León,Teatro Lope de Vega,45.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17692238/,2024,1,13,21:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
55,El Rey León,Teatro Lope de Vega,35.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691905/,2024,1,14,17:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
56,El Rey León,Teatro Lope de Vega,25.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691266/,2024,1,16,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
57,El Rey León,Teatro Lope de Vega,25.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691291/,2024,1,17,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
58,El Rey León,Teatro Lope de Vega,25.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691269/,2024,1,18,19:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
59,El Rey León,Teatro Lope de Vega,49.0,https://www.entradas.com/event/el-rey-leon-el-musical-teatro-lope-de-vega-17691813/,2024,1,19,17:00,"C.Gran Vía, 57, 28013 Madrid",POINT (-3.7086754 40.4217903),Palacio,40.4217903,-3.7086754
60,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173821/,2024,12,4,19:30,No disponible,POINT EMPTY,No encontrado,,
61,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173822/,2024,12,5,19:30,No disponible,POINT EMPTY,No encontrado,,
62,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173823/,2024,12,6,16:00,No disponible,POINT EMPTY,No encontrado,,
63,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173824/,2024,12,6,19:30,No disponible,POINT EMPTY,No encontrado,,
64,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173825/,2024,12,7,16:00,No disponible,POINT EMPTY,No encontrado,,
65,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173830/,2024,12,7,19:30,No disponible,POINT EMPTY,No encontrado,,
66,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173826/,2024,12,8,11:30,No disponible,POINT EMPTY,No encontrado,,
67,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173827/,2024,12,8,15:30,No disponible,POINT EMPTY,No encontrado,,
68,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173828/,2024,12,9,11:30,No disponible,POINT EMPTY,No encontrado,,
69,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173829/,2024,12,12,19:30,No disponible,POINT EMPTY,No encontrado,,
70,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173831/,2024,12,13,17:00,No disponible,POINT EMPTY,No encontrado,,
71,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173832/,2024,12,13,20:30,No disponible,POINT EMPTY,No encontrado,,
72,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173833/,2024,12,14,16:00,No disponible,POINT EMPTY,No encontrado,,
73,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173834/,2024,12,14,19:30,No disponible,POINT EMPTY,No encontrado,,
74,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173835/,2024,12,15,11:30,No disponible,POINT EMPTY,No encontrado,,
75,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173836/,2024,12,15,15:30,No disponible,POINT EMPTY,No encontrado,,
76,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173837/,2024,12,15,19:00,No disponible,POINT EMPTY,No encontrado,,
77,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173838/,2024,12,18,19:30,No disponible,POINT EMPTY,No encontrado,,
78,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173839/,2024,12,19,19:30,No disponible,POINT EMPTY,No encontrado,,
79,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173840/,2024,12,20,17:00,No disponible,POINT EMPTY,No encontrado,,
80,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173841/,2024,12,20,20:30,No disponible,POINT EMPTY,No encontrado,,
81,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173842/,2024,12,21,16:00,No disponible,POINT EMPTY,No encontrado,,
82,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173843/,2024,12,21,19:30,No disponible,POINT EMPTY,No encontrado,,
83,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173844/,2024,12,22,11:30,No disponible,POINT EMPTY,No encontrado,,
84,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173845/,2024,12,22,15:30,No disponible,POINT EMPTY,No encontrado,,
85,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173846/,2024,12,23,19:30,No disponible,POINT EMPTY,No encontrado,,
86,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173851/,2024,12,25,17:30,No disponible,POINT EMPTY,No encontrado,,
87,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173855/,2024,12,26,19:30,No disponible,POINT EMPTY,No encontrado,,
88,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173847/,2024,12,27,16:00,No disponible,POINT EMPTY,No encontrado,,
89,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173848/,2024,12,27,19:30,No disponible,POINT EMPTY,No encontrado,,
90,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173849/,2024,12,28,16:00,No disponible,POINT EMPTY,No encontrado,,
91,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173850/,2024,12,28,19:30,No disponible,POINT EMPTY,No encontrado,,
92,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173852/,2024,12,29,11:30,No disponible,POINT EMPTY,No encontrado,,
93,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173853/,2024,12,29,15:30,No disponible,POINT EMPTY,No encontrado,,
94,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173854/,2024,12,30,19:30,No disponible,POINT EMPTY,No encontrado,,
95,Alegría,Bajo la Gran Carpa,45.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173858/,2025,1,1,17:30,No disponible,POINT EMPTY,No encontrado,,
96,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173859/,2025,1,2,19:30,No disponible,POINT EMPTY,No encontrado,,
97,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173860/,2025,1,3,16:00,No disponible,POINT EMPTY,No encontrado,,
98,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173861/,2025,1,3,19:30,No disponible,POINT EMPTY,No encontrado,,
99,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173856/,2025,1,4,16:00,No disponible,POINT EMPTY,No encontrado,,
100,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173857/,2025,1,4,19:30,No disponible,POINT EMPTY,No encontrado,,
101,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173862/,2025,1,5,18:30,No disponible,POINT EMPTY,No encontrado,,
102,Alegría,Bajo la Gran Carpa,51.0,https://www.entradas.com/event/alegria-cirque-du-soleil-madrid-bajo-la-gran-carpa-madrid-17173863/,2025,1,6,19:30,No disponible,POINT EMPTY,No encontrado,,
103,Nada es imposible: Broadway Edition,Nuevo Teatro Alcalá,36.11,https://www.entradas.com/event/el-mago-pop-nada-es-imposible-broadway-edition-madrid-nuevo-teatro-alcala-16811963/,2024,10,16,18:30,"C. de Jorge Juan, 62, 28009 Madrid",POINT EMPTY,No encontrado,,
104,Nada es imposible: Broadway Edition,Nuevo Teatro Alcalá,36.11,https://www.entradas.com/event/el-mago-pop-nada-es-imposible-broadway-edition-madrid-nuevo-teatro-alcala-16811964/,2024,10,17,18:30,"C. de Jorge Juan, 62, 28009 Madrid",POINT EMPTY,No encontrado,,
105,Nada es imposible: Broadway Edition,Nuevo Teatro Alcalá,36.11,https://www.entradas.com/event/el-mago-pop-nada-es-imposible-broadway-edition-madrid-nuevo-teatro-alcala-16811965/,2024,10,18,15:30,"C. de Jorge Juan, 62, 28009 Madrid",POINT EMPTY,No encontrado,,
106,Nada es imposible: Broadway Edition,Nuevo Teatro Alcalá,36.11,https://www.entradas.com/event/el-mago-pop-nada-es-imposible-broadway-edition-madrid-nuevo-teatro-alcala-16811966/,2024,10,18,18:30,"C. de Jorge Juan, 62, 28009 Madrid",POINT EMPTY,No encontrado,,
107,Nada es imposible: Broadway Edition,Nuevo Teatro Alcalá,36.11,https://www.entradas.com/event/el-mago-pop-nada-es-imposible-broadway-edition-madrid-nuevo-teatro-alcala-16811967/,2024,10,19,15:00,"C. de Jorge Juan, 62, 28009 Madrid",POINT EMPTY,No encontrado,,
108,Nada es imposible: Broadway Edition,Nuevo Teatro Alcalá,36.11,https://www.entradas.com/event/el-mago-pop-nada-es-imposible-broadway-edition-madrid-nuevo-teatro-alcala-16811968/,2024,10,19,18:00,"C. de Jorge Juan, 62, 28009 Madrid",POINT EMPTY,No encontrado,,
109,Nada es imposible: Broadway Edition,Nuevo Teatro Alcalá,36.11,https://www.entradas.com/event/el-mago-pop-nada-es-imposible-broadway-edition-madrid-nuevo-teatro-alcala-16811969/,2024,10,20,10:00,"C. de Jorge Juan, 62, 28009 Madrid",POINT EMPTY,No encontrado,,
