,Unnamed: 0,restaurante,gastronomia,precio,opinion,reseña,ubicacion,punto,barrio,lat,long
138,138,Restaurante Morgana,Mediterránea,Medio,978 opiniones,Buena cena de gastronomía gallega,"C. de la Libertad, 5, 28004 Madrid",POINT (-3.6974459 40.4204587),Cortes,40.4204587,-3.6974459
139,139,Macuto / Auténtico Latino,Mexicana,Medio,41 opiniones,Recomendable,"C. del Espíritu Santo, 40, 28004 Madrid",POINT (-3.7051152 40.4256072),Universidad,40.4256072,-3.7051152
140,140,La Rollerie- Calle Mayor,Americana,Medio,766 opiniones,Desayuno rico,No disponible,POINT EMPTY,No encontrado,,
141,141,Oven Mozzarella Gran Vía 55,Italiana,Medio,2264 opiniones,Comida en familia,"C.Gran Vía, 55, 28013 Madrid",POINT (-3.7084213 40.4216379),Palacio,40.4216379,-3.7084213
142,142,Amordmadre,Mediterránea,Medio,428 opiniones,RECOMENDADO 100%,"C. de la Sierra de Palomeras, 40, 28031 Madrid",POINT (-3.6256439 40.3750349),Casco Histórico de Vallecas,40.3750349,-3.6256439
143,143,Campesino Burger Al Carbón,Americana,Bajo,239 opiniones,Buena materia prima a un precio razonable,"C. de Atocha, 111, 28012 Madrid",POINT (-3.6948924 40.4104634),Embajadores,40.4104634,-3.6948924
144,144,Camino Sacramento,Restaurante de carne,Medio,430 opiniones,Gran lugar para comer bien,"de El Corte Inglés de Callao zona Gourmet Experience, Pl. del Callao, 2, 9ª planta, 28013 Madrid",POINT EMPTY,No encontrado,,
145,145,Restaurante Ático,Mediterránea,Alto,1123 opiniones,Inmejorable,"C. del Marqués de Valdeiglesias, 1, 28004 Madrid",POINT (-3.6971316 40.4193652),Cortes,40.4193652,-3.6971316
146,146,GastroVía 61,Mediterránea,Medio,2039 opiniones,Genial,"Hotel Mayorazgo, C. de la Flor Baja, 3, 28013 Madrid",POINT EMPTY,No encontrado,,
147,147,Massa Pizza,Italiana,Medio,452 opiniones,"Buena pizza, buena atención 👌🏼","C. de Fernández de los Ríos, 47, 28015 Madrid",POINT (-3.7108818 40.4351596),Gaztambide,40.4351596,-3.7108818
148,148,Yatai Market,Tentempiés,Medio,335 opiniones,Mercado con espíritu oriental,"Calle del Dr Cortezo, 10, 28012 Madrid",POINT (-3.703991681218869 40.41308265),Embajadores,40.41308265,-3.703991681218869
149,149,La Piperna,Italiana,Medio,478 opiniones,Excelente comida y amplia carta de vinos,"C. de la Infanta Mercedes, 98, 28020 Madrid",POINT (-3.6928837 40.4638524),Castillejos,40.4638524,-3.6928837
150,150,MICASITA BUVETTE,Mediterránea,Medio,115 opiniones,Tercio frío,"C. de Gutenberg, 6, 28014 Madrid",POINT (-3.681200689936439 40.40501875),Pacífico,40.40501875,-3.681200689936439
151,151,Trattoria La Tavernetta,Italiana,Medio,326 opiniones,Excelente,"C. de Orellana, 17, 28004 Madrid",POINT (-3.6941121 40.4261186),Justicia,40.4261186,-3.6941121
152,152,Burmet,Mexicana,Medio,89 opiniones,No quebró,No disponible,POINT EMPTY,No encontrado,,
153,153,Poké Friendly,Japonesa,Medio,53 opiniones,Muy rico y muy contentos!,No disponible,POINT EMPTY,No encontrado,,
154,154,Nacho Bravo,Mexicana,Bajo,157 opiniones,Rico rico,"Paseo de las Delicias, 139, 28045 Madrid",POINT (-3.69463904509838 40.3920567),Chopera,40.3920567,-3.69463904509838
155,155,Restaurante La Gaditana,Mediterránea,Medio,2384 opiniones,Buen bar cerca del wizink,No disponible,POINT EMPTY,No encontrado,,
156,156,Queen Burger Gourmet,Italiana,Medio,289 opiniones,Hamburguesas muy buenas,No disponible,POINT EMPTY,No encontrado,,
157,157,Santita Fuencarral,Mexicana,Medio,1072 opiniones,Comida sabrosa y cócteles de rechupete,No disponible,POINT EMPTY,No encontrado,,
158,158,Yakitoro Castellana,Japonesa,Medio,2262 opiniones,Mejor de lo esperado,"P.º de la Castellana, 130, 28046 Madrid",POINT (-3.6901909 40.4501985),Cuatro Caminos,40.4501985,-3.6901909
159,159,La Capricciosa Italiana,Italiana,Bajo,122 opiniones,Muy rico todo,"C. de las Maldonadas, 4, 28005 Madrid",POINT (-3.707641545906433 40.4110151),Embajadores,40.4110151,-3.707641545906433
160,160,Restaurante Luxury,China,Medio,546 opiniones,pato trufa .nigri.uramakir,"Calle de Sandoval, 18, 28010 Madrid",POINT (-3.704908 40.4302666),Universidad,40.4302666,-3.704908
161,161,Lafayette,Francesa,Medio,200 opiniones,Buena opción,No disponible,POINT EMPTY,No encontrado,,
162,162,La Tabarra Madrid,Bar,Medio,71 opiniones,Camarero muy atento i eficiente.,"C. de Guzmán el Bueno, 50, 28015 Madrid",POINT (-3.7129806 40.4358894),Gaztambide,40.4358894,-3.7129806
163,163,Bar Selva,Mediterránea,Bajo,175 opiniones,Buen sitio para ir de menú,No disponible,POINT EMPTY,No encontrado,,
164,164,Impasta,Italiana,Medio,66 opiniones,Varios días en Madrid,No disponible,POINT EMPTY,No encontrado,,
165,165,Viva Chapata,Bar,Medio,184 opiniones,Comida vegana en Lavapies,"C. del Ave María, 43, 28012 Madrid",POINT (-3.7009105 40.4094543),Embajadores,40.4094543,-3.7009105
166,166,El Cocodrilo,Bar,Medio,226 opiniones,Buen sitio para ir con amigos. Buena carne,No disponible,POINT EMPTY,No encontrado,,
167,167,Passaparola L´Originale,Italiana,Medio,300 opiniones,Italiano DELICIOSO!!,"C. de Guareña, 10, 28044 Madrid",POINT (-3.7660957 40.3878815),Aguilas,40.3878815,-3.7660957
168,168,L' Incanto Gastrobar,Italiana,Medio,25 opiniones,"No hay palabras a la lengua, para describir lo rico que esta","C. de Eraso, 14, 28028 Madrid",POINT (-3.6710249 40.4340666),Guindalera,40.4340666,-3.6710249
169,169,Pasta Mito,Italiana,Medio,221 opiniones,Comida italiana,"C. de Bolivia, 9, 28016 Madrid",POINT (-3.6784512 40.4575854),Hispanoamérica,40.4575854,-3.6784512
170,170,Taberna el Sur,Bar,Medio,8580 opiniones,Excelente calidad,No disponible,POINT EMPTY,No encontrado,,
171,171,Propaganda,Italiana,Medio,135 opiniones,Italiano acogedor,No disponible,POINT EMPTY,No encontrado,,
172,172,Pituca Lounge,Bares y pubs,Medio,185 opiniones,Recomendado 100%,"P.º del Pintor Rosales, 24, 28008 Madrid",POINT (-3.7190804 40.4265242),Casa de Campo,40.4265242,-3.7190804
173,173,Divina Dolores,Internacional,Medio,63 opiniones,Excelente restaurante,"Av. del Monasterio de El Escorial, 10, 12, 28949 Madrid",POINT EMPTY,No encontrado,,
174,174,Puccias | Sandwichería Delicatessen,Comida rápida,Medio,72 opiniones,100% recomendable,"C. de la Libertad, 9, 28004 Madrid",POINT (-3.6974311 40.4207109),Justicia,40.4207109,-3.6974311
175,175,Lamucca de Prado,Italiana,Medio,1958 opiniones,Sorprendente,"C. del Prado, 16, 28014 Madrid",POINT (-3.698712851549911 40.4146932),Cortes,40.4146932,-3.698712851549911
176,176,El Rincon del Cabo,Bar,Medio,394 opiniones,Chulo,"C. de Lavapiés, 8, 28012 Madrid",POINT (-3.7030479 40.4116527),Embajadores,40.4116527,-3.7030479
177,177,Sublime Dreams Food,Americana,Medio,243 opiniones,MUY BIEN,"C. Oslo, 53, 28922 Alcorcón, Madrid",POINT (-3.8476277532704177 40.33970455),No encontrado,40.33970455,-3.8476277532704177
178,178,WelkhomeClub,Latina,Bajo,168 opiniones,Welcome Club lugar para pasarla increíble,"Calle del Monte Esquinza, 15, 28010 Madrid",POINT EMPTY,No encontrado,,
179,179,niMÚ Barquillo,Mediterránea,Medio,870 opiniones,"Comida muy rica, ambiente clásico",No disponible,POINT EMPTY,No encontrado,,
180,180,Mesón Molinero,Restaurante de carne,Medio,376 opiniones,Grandioso,"C. de la Alhambra, 72, 28047 Madrid",POINT (-3.7441719 40.3972995),Lucero,40.3972995,-3.7441719
181,181,Bahía Taberna,Internacional,Medio,1478 opiniones,"comida buena, servicio tb pero algo caro",No disponible,POINT EMPTY,No encontrado,,
182,182,Lazzarella,Italiana,Medio,60 opiniones,"Es posible volver,",No disponible,POINT EMPTY,No encontrado,,
183,183,López & López Pizzería,Italiana,Bajo,167 opiniones,Pizzas originales y riquísimas,No disponible,POINT EMPTY,No encontrado,,
184,184,Steakburger Gran Vía 55,Americana,Medio,1512 opiniones,"buena comida y una gran atención por parte de Ricki el camarero, subirle el sueldo por favor","C.Gran Vía, 55, 28013 Madrid",POINT (-3.7084213 40.4216379),Palacio,40.4216379,-3.7084213
185,185,Tempus Restaurante,Peruana,Medio,33 opiniones,Repetiría una y mil veces,No disponible,POINT EMPTY,No encontrado,,
186,186,Gato Gato,Mediterránea,Medio,134 opiniones,Fantástico descubrimiento,"C. del Marqués de Toca, 6, 28012 Madrid",POINT (-3.6962005 40.410177),Embajadores,40.410177,-3.6962005
187,187,Naomi,Japonesa,Medio,763 opiniones,Muy bueno,"C. de Ávila, 14, 28020 Madrid",POINT (-3.7005787678098674 40.45256265),Cuatro Caminos,40.45256265,-3.7005787678098674
188,188,Restaurante La Malontina,Internacional,Medio,2196 opiniones,Pequeño local con muy buen producto,"C. de la Verónica, 4, 28014 Madrid",POINT (-3.6954293222344576 40.41175675),Embajadores,40.41175675,-3.6954293222344576
189,189,Restaurante Étimo by Begoña Fraire,Mediterránea,Alto,887 opiniones,Un maravilloso restaurante,No disponible,POINT EMPTY,No encontrado,,
190,190,Caro Club,Bares y pubs,Alto,37 opiniones,Buen servicio y diversión,No disponible,POINT EMPTY,No encontrado,,
191,191,Sushi Tokami,China,Medio,66 opiniones,Buen buffet asiático,"Calle de Modesto Lafuente, 88, 28003 Madrid",POINT (-3.6955555 40.4458894),Rios Rosas,40.4458894,-3.6955555
192,192,Quispe Madrid,Peruana,Medio,340 opiniones,Buenísimo servicio de parte de José Luis,"C. del Conde de Aranda, 4, 28001 Madrid",POINT (-3.6879591 40.4217288),Recoletos,40.4217288,-3.6879591
193,193,NAP Lavapies,Italiana,Medio,454 opiniones,Pizza,"C. del Ave María, 19, 28012 Madrid",POINT (-3.7004684 40.4109231),Embajadores,40.4109231,-3.7004684
194,194,Mercado de San Ildefonso,Tentempiés,Medio,1253 opiniones,Sábado de Tapas,"Calle de Fuencarral, 57, 28004 Madrid",POINT (-3.700857418597951 40.42415565),Universidad,40.42415565,-3.700857418597951
195,195,Bresca,Italiana,Bajo,790 opiniones,Correcto!!,No disponible,POINT EMPTY,No encontrado,,
196,196,Trattoria da Alfredo,Italiana,Medio,115 opinionesCierra en 11 minutos,De los sitios que recomiendas a amigos con buen paladar,"C. de El Españoleto, 4, 28010 Madrid",POINT EMPTY,No encontrado,,
197,197,Piccolina,Italiana,Medio,79 opinionesCierra en 11 minutos,16 km,No disponible,POINT EMPTY,No encontrado,,
198,198,Los Grifos,Pub con cerveza artesanal,Medio,229 opiniones,Lúpulo Madrid,No disponible,POINT EMPTY,No encontrado,,
199,199,El Horno Azul,Tentempiés,Bajo,117 opiniones,"Bueno, bonito, barato. Pizza hecha al momento, riquísima.","C. de Leganitos, 14, 28013 Madrid",POINT (-3.7100146 40.4216345),Palacio,40.4216345,-3.7100146
201,201,Dolores y Lola,Mediterránea,Medio,268 opiniones,Excelente restaurante en Malasaña,"Calle de Monteleón, 17, 28004 Madrid",POINT (-3.7048621 40.4290217),Universidad,40.4290217,-3.7048621
202,202,Trattoria Popolare Fratelli Figurato,Italiana,Medio,149 opiniones,La mejor pizza que he comido en Madrid.,"Calle de Larra, 13, 28004 Madrid",POINT (-3.7000906 40.4274131),Universidad,40.4274131,-3.7000906
203,203,Aboca Restobar,Italiana,Bajo,87 opiniones,Es mi primera vez en Madrid,"C. de Tampico, 34, 28027 Madrid",POINT (-3.6322141 40.4397477),Simancas,40.4397477,-3.6322141
204,204,Brew Wild Pizza Bar,Bares y pubs,Medio,382 opiniones,#From🇨🇷W/love🖤,"Calle de Echegaray, 23, 28014 Madrid",POINT (-3.6995268 40.4147419),Cortes,40.4147419,-3.6995268
206,206,Ponja Nikkei,Japonesa,Alto,91 opinionesCierra en 11 minutos,Mejor japonés que he probado.,"Calle del Almirante, 20, 28004 Madrid",POINT (-3.6934129 40.4224372),Justicia,40.4224372,-3.6934129
207,207,El miniBAR,Bares y pubs,Bajo,2560 opiniones,Un sitio estupendo.,"C/ del Mesón de Paños, 1, 28013 Madrid",POINT (-3.7091977 40.4162893),Palacio,40.4162893,-3.7091977
208,208,Murillo Café - Restaurante,Mediterránea,Medio,1000 opiniones,Muy bien!,"C. de Ruiz de Alarcón, 27, 28014 Madrid",POINT (-3.6913164 40.413041),Jerónimos,40.413041,-3.6913164
209,209,Mano De Santa,Internacional,Alto,178 opiniones,Excelente,"Calle del General Díaz Porlier, 95, 28006 Madrid",POINT (-3.6765661 40.4340894),Lista,40.4340894,-3.6765661
210,210,La Taberna de Mister Pinkleton,Bar,Medio,886 opiniones,Encantada,"Pl. de San Miguel, s/n, 28005 Madrid",POINT EMPTY,No encontrado,,
211,211,Il Boccone,Italiana,Medio,179 opinionesCierra en 11 minutos,"Buen trato, buena comida","C. de Juan de Mariana, 4, 28045 Madrid",POINT (-3.6869451 40.3989517),Delicias,40.3989517,-3.6869451
212,212,Grosso Napoletano,Italiana,Medio,383 opiniones,Buena pizza,No disponible,POINT EMPTY,No encontrado,,
213,213,Dog & Fox Urban Kitchen,Mexicana,Medio,42 opinionesCierra en 11 minutos,Comida auténtica americana en pleno barrio de Argüelles,No disponible,POINT EMPTY,No encontrado,,
214,214,La Taberna De Moncloa,Bar,Bajo,356 opiniones,Buen sitio,"C. de Andrés Mellado, 45, 28015 Madrid",POINT (-3.7144425 40.4351912),Gaztambide,40.4351912,-3.7144425
215,215,La Sifonería,Mediterránea,Medio,473 opiniones,Muy recomendable! Carpaccio de pez mantequilla,"C. de Martín de los Heros, 27, 28008 Madrid",POINT (-3.7147338 40.4256682),Casa de Campo,40.4256682,-3.7147338
216,216,O`pulpo,Marisco,Medio,353 opiniones,Muy recomendable,"Calle de los Cañizares, 8, 28012 Madrid",POINT (-3.7018683059565936 40.41281225),Embajadores,40.41281225,-3.7018683059565936
217,217,Gandarío,Comida rápida,Bajo,573 opiniones,Consumición + tapa rica,No disponible,POINT EMPTY,No encontrado,,
218,218,Celicioso by Only YOU Hotels,Café y té,Medio,499 opiniones,Desayuno libre de gluten,"C. del Barquillo, 19, 28004 Madrid",POINT (-3.6956952 40.4220636),Justicia,40.4220636,-3.6956952
219,219,Restaurante El Abuelito,Restaurante de carne,Medio,88 opiniones,9.9 km,No disponible,POINT EMPTY,No encontrado,,
220,220,Totò E Peppino,Italiana,Medio,315 opinionesCierra en 8 minutos,Buena atención y comida rica,No disponible,POINT EMPTY,No encontrado,,
221,221,Los Porfiados,Mediterránea,Medio,503 opiniones,Muy recomendable,"C. de Buenavista, 18, 28012 Madrid",POINT (-3.6989646 40.4101148),Embajadores,40.4101148,-3.6989646
222,222,Jauja Café,Mediterránea,Medio,127 opiniones,Restaurante discreto con platos ricos a buen precio.,"C. de la Encomienda, 22, 28012 Madrid",POINT (-3.7062889 40.410586),Embajadores,40.410586,-3.7062889
223,223,Tsukuri Soba,China,Medio,37 opiniones,Gyozas espectaculares,"C. de Andrés Mellado, 5, 28015 Madrid",POINT (-3.7146995 40.4310638),Argüelles,40.4310638,-3.7146995
224,224,Manzoni Trattoria,Italiana,Medio,175 opiniones,"La Trattoria Manzoni, uno de los italianos imprescindibles en Madrid, cambia de ubicación…","C. de Rosario Pino, 6, 28020 Madrid",POINT (-3.6911748 40.4621959),Castillejos,40.4621959,-3.6911748
225,225,Asador Nuevo Porche,Restaurante de carne,Medio,331 opiniones,El mejor cochinillo,"C. Alaró, 5, 28042 Madrid",POINT (-3.5825308 40.4713093),Timón,40.4713093,-3.5825308
226,226,Il Cratere del Gusto,Italiana,Medio,185 opiniones,Pequeñito pero coqueto,"C. del Marqués de Urquijo, 27, 28008 Madrid",POINT (-3.7191152 40.4295758),Argüelles,40.4295758,-3.7191152
227,227,Restaurante Justo a tu Gusto,Brasileña,Medio,211 opiniones,14.6 km,"Av. de la Ermita, 2, 28100 Alcobendas, Madrid",POINT (-3.6369201 40.5355406),No encontrado,40.5355406,-3.6369201
228,228,Asian Army,Asiática,Medio,53 opiniones,Delicioso,"Calle de Santa Isabel, 5 Dentro Mercado Anton Martin Planta Baja, puesto 7-11, 28012 Madrid",POINT EMPTY,No encontrado,,
229,229,Almalibre Açaí House Madrid,Café,Medio,151 opiniones,Brunch increíble,"C. de la Libertad, 17, 28004 Madrid",POINT (-3.6974103 40.4211249),Justicia,40.4211249,-3.6974103
230,230,Sr. Ito Lab,Japonesa,Medio,231 opiniones,Totalmente recomendable. Excelente en todos los sentidos,"C. de Trafalgar, 7, local 2, 28010 Madrid",POINT EMPTY,No encontrado,,
231,231,Mafrens Healthy Food,Café y té,Medio,49 opiniones,Muy recomendable,"Pl. de Cascorro, 12, 28005 Madrid",POINT (-3.7074617 40.4099472),Embajadores,40.4099472,-3.7074617
232,232,Cervecería La Mayor,Bar,Medio,438 opiniones,Gran variedad de cervezas,"C. Mayor, 77, 28013 Madrid",POINT (-3.712047951670306 40.415035450000005),Palacio,40.415035450000005,-3.712047951670306
233,233,Trinakria,Italiana,Bajo,24 opiniones,La migliore pizzeria di Madrid ❤️,"C. de López de Hoyos, 182, 28002 Madrid",POINT (-3.668826 40.4476193),Prosperidad,40.4476193,-3.668826
234,234,Queen Burger las Tablas,Americana,Medio,169 opiniones,Sugerencia sobre Smash Burguers,"C. de Castiello de Jaca, 14, 28050 Madrid",POINT (-3.6783414 40.5093876),Valverde,40.5093876,-3.6783414
235,235,Don Giovanni,Italiana,Medio,1005 opinionesCierra en 8 minutos,Delicioso,"Paseo de la R. Cristina, 23, posterior, 28014 Madrid",POINT EMPTY,No encontrado,,
236,236,Osteria Bravissimo,Francesa,Alto,61 opiniones,Una agradable sorpresa.,"P.º del Pintor Rosales, 52, 28008 Madrid",POINT (-3.721906 40.4294078),Casa de Campo,40.4294078,-3.721906
237,237,La Pulpería De Victoria,Marisco,Medio,1314 opiniones,Cerca de sol. Recomendable,"Junto a, Calle de La Victoria, Prta del Sol, 2, 28012 Madrid",POINT EMPTY,No encontrado,,
238,238,DokiDOki,Japonesa,Medio,908 opinionesCierra en 8 minutos,Muy recomendable,"C/ de Villalar, 4, 28001 Madrid",POINT (-3.6898191 40.4210879),Recoletos,40.4210879,-3.6898191
239,239,Alcaravea,Mediterránea,Medio,523 opiniones,Cena con amigos,No disponible,POINT EMPTY,No encontrado,,
240,240,Lamucca de Almagro,Internacional,Medio,953 opiniones,Para disfrutar con amigos,"C. de Almagro, 3, 28010 Madrid",POINT (-3.6952621 40.4283158),Justicia,40.4283158,-3.6952621
241,241,Matador,Bar,Bajo,231 opiniones,Sabor de Marruecos en València,No disponible,POINT EMPTY,No encontrado,,
242,242,La Bajada Street Food,Peruana,Medio,408 opiniones,Atención estupenda,No disponible,POINT EMPTY,No encontrado,,
243,243,Pomodoro e Basilico,Italiana,Medio,21 opiniones,Cena improvisada,"C. San Anastasio, 4, 28005 Madrid",POINT (-3.7033722 40.3972382),Acacias,40.3972382,-3.7033722
244,244,Grosso Napoletano,Italiana,Bajo,188 opiniones,Buenas pizzas,No disponible,POINT EMPTY,No encontrado,,
245,245,Bresca,Italiana,Medio,146 opiniones,Pizzería en madrid,No disponible,POINT EMPTY,No encontrado,,
246,246,Gagos pizza,Italiana,Bajo,68 opiniones,14.9 km,No disponible,POINT EMPTY,No encontrado,,
247,247,Larepera,Bares y pubs,Bajo,56 opinionesAbre en 6 minutos,INDUSTRIABAR,"Pl. Mosén Rubí, 5, 05001 Ávila",POINT (-4.6998653 40.6573029),No encontrado,40.6573029,-4.6998653
248,248,Artemisa Sol-Gran Via,Mediterránea,Medio,387 opinionesCierra en 6 minutos,PARA REPETIR COMIDA MUY BUENA,"C. de las Tres Cruces, 4, 28013 Madrid",POINT (-3.7029076 40.419207),Sol,40.419207,-3.7029076
249,249,FORNERIA BALLARO,Italiana,Medio,253 opiniones,Recomendable,"Calle de Sta Engracia, 90, 28010 Madrid",POINT (-3.6998016 40.437811),Trafalgar,40.437811,-3.6998016
250,250,Restaurante Chulla Ville,Mediterránea,Medio,59 opiniones,El mejor de la zona con diferencia,"C. de Longares, 34, 28022 Madrid",POINT (-3.6095751 40.4317775),Rosas,40.4317775,-3.6095751
251,251,Noi Due Ristorante Pizzeria,Italiana,Medio,193 opinionesCierra en 6 minutos,Nuestro Italiano favorito,"C. de Vallehermoso, 59, 28015 Madrid",POINT (-3.7085659 40.4368161),Arapiles,40.4368161,-3.7085659
252,252,Asador Avelino,Restaurante de carne,Medio,310 opiniones,Mejor cochinillo de Madrid,"C. de Joaquín Turina, 42, 28044 Madrid",POINT (-3.7551029 40.3721524),Buenavista,40.3721524,-3.7551029
253,253,La Carbonera,Mediterránea,Medio,288 opiniones,Muy bien sitio,No disponible,POINT EMPTY,No encontrado,,
254,254,Casa Benigna,Mediterránea,Alto,959 opiniones,Arroces y socarras en paelleras especialmente diseñadas.,"C. de Benigno Soto, 9, 28002 Madrid",POINT (-3.6743241 40.4480719),Ciudad Jardín,40.4480719,-3.6743241
255,255,Trattoria Adriana,Italiana,Bajo,42 opinionesCierra en 6 minutos,Maravilloso,"Calle de Dagua, 12 Calle Zapatoca esq, C. de Zipaquirá, 28033 Madrid",POINT EMPTY,No encontrado,,
256,256,Pez Tortilla,Pub con cerveza artesanal,Bajo,219 opiniones,"Recomendable, bar animado perfecto para un alto en el camino.",No disponible,POINT EMPTY,No encontrado,,
257,257,Wok Garden Parrilla,China,Medio,74 opiniones,14.3 km,"Av. de Europa, 2, 28922 Alcorcón, Madrid",POINT (-3.8474245 40.3501987),No encontrado,40.3501987,-3.8474245
258,258,Mu! El Placer De La Carne,Restaurante de carne,Medio,2968 opiniones,Encantador,No disponible,POINT EMPTY,No encontrado,,
259,259,Hot Now,Italiana,Medio,150 opinionesCierra en 6 minutos,Muy muy bien,"C. de Barbieri, 14, 28004 Madrid",POINT (-3.6979947 40.4213703),Justicia,40.4213703,-3.6979947
260,260,Mercado de San Miguel,Bar,Medio,34.374 opiniones,El Mercado!,"Pl. de San Miguel, s/n, 28005 Madrid",POINT EMPTY,No encontrado,,
261,261,La Bella Anna,Italiana,Medio,243 opiniones,LUGAR AGRADABLE PARA COMER,"Av. del Monasterio de Silos, 25, 28049 Madrid",POINT (-3.7109163 40.5037656),Mirasierra,40.5037656,-3.7109163
262,262,Restaurante Marina Ventura,Marisco,Medio,1595 opiniones,Paella increíble,"C. de Ventura de la Vega, 13, 28014 Madrid",POINT (-3.6989014 40.4153709),Cortes,40.4153709,-3.6989014
263,263,desengaño13,Mediterránea,Medio,421 opiniones,Raciones y charla,"C. del Desengaño, 13, 28004 Madrid",POINT (-3.7043409 40.4210185),Sol,40.4210185,-3.7043409
264,264,Los Montes de Galicia,Internacional,Medio,11.477 opinionesCierra en 6 minutos,Super experiencia,"C. de Azcona, 46, 28028 Madrid",POINT EMPTY,No encontrado,,
265,265,GO!Sushing Getafe,Japonesa,Medio,22 opinionesCierra en 6 minutos,11.3 km,"P.º de La Estación, 13, Portal E, 28904 Madrid",POINT EMPTY,No encontrado,,
266,266,Casa Jaguar Madrid,Mexicana,Medio,699 opiniones,5✨✨✨✨✨,No disponible,POINT EMPTY,No encontrado,,
267,267,Aura Cafe,Café,Medio,29 opiniones,Personal muy agradable,No disponible,POINT EMPTY,No encontrado,,
268,268,Le Coq Atocha,Francesa,Medio,114 opiniones,Muy bueno!,"C. de Atocha, 43, 28012 Madrid",POINT (-3.7010547 40.4133316),Embajadores,40.4133316,-3.7010547
269,269,Cafeteria HD,Bar,Medio,692 opiniones,Ahí sigue,"C. de Guzmán el Bueno, 67, 28015 Madrid",POINT (-3.7132048 40.4360368),Gaztambide,40.4360368,-3.7132048
270,270,Casa Macareno,Mediterránea,Medio,424 opiniones,Volveré para probar la ensaladilla,"C. de San Vicente Ferrer, 44, 28004 Madrid",POINT (-3.7048334 40.4258981),Universidad,40.4258981,-3.7048334
271,271,Oter Epicure,Mediterránea,Medio,407 opiniones,"MUY BUEN SITIO PARA COMER A UN PRECIO RAZONABLE,PERO NO CUMPLEN COVID","C. de Claudio Coello, 71, 28001 Madrid",POINT (-3.686977 40.4224667),Recoletos,40.4224667,-3.686977
272,272,Xiaolongkan Hot Pot,China,Medio,35 opiniones,Un viaje a China sin salir de Madrid!!,"C. Maestro Arbós, 3, 28045 Legazpi, Madrid",POINT (-3.6948041 40.3903916),Legazpi,40.3903916,-3.6948041
273,273,Panaria,Café y té,Medio,42 opiniones,Atención cuidada,No disponible,POINT EMPTY,No encontrado,,
275,275,Pizzeria Fratelli Figurato,Italiana,Bajo,320 opiniones,"Bueno, pero puede mejorar","C. de Alonso Cano, 37, 28003 Madrid",POINT (-3.6978327 40.4389491),Almagro,40.4389491,-3.6978327
276,276,Everest Curry House,India,Medio,23 opiniones,Genial,"Pl. Tres Olivos, 1, 28034 Madrid",POINT (-3.6904552 40.500384),Valverde,40.500384,-3.6904552
277,277,Da Nicola Gran Vía,Italiana,Medio,824 opiniones,De lo menor cerca de La Plaza España,"Pl. de los Mostenses, 11, LOCAL, 28015 Madrid",POINT EMPTY,No encontrado,,
278,278,That's Amore,Italiana,Medio,55 opiniones,Las mejores pizzas de Madrid,"C. de Pelayo, 6, 28004 Madrid",POINT (-3.6989735 40.4220213),Justicia,40.4220213,-3.6989735
279,279,Alduccio,Italiana,Medio,220 opiniones,Muy recomendable,"Av. de Concha Espina, 8, 28036 Madrid",POINT (-3.6881503 40.4518121),El Viso,40.4518121,-3.6881503
280,280,Restaurante La Vanduca,Mediterránea,Medio,342 opiniones,"Croquetas, ensaladas y tortilla","C. de Columela, 2, 28001 Madrid",POINT (-3.6881291 40.4210631),Jerónimos,40.4210631,-3.6881291
281,281,Pans & Company,Café,Bajo,28 opiniones,Buenos bocadillos,No disponible,POINT EMPTY,No encontrado,,
282,282,Trattoria In Crescendo,Italiana,Medio,175 opiniones,Buenas pizzas,"C. de Jaime el Conquistador, 31, 28045 Madrid",POINT (-3.698131648171755 40.39472105),Chopera,40.39472105,-3.698131648171755
283,283,Fasfú Burguers,Postres,Bajo,79 opiniones,Comida Rápida,"C. de San Marcos, 24, 28004 Madrid",POINT (-3.6983741 40.4213416),Justicia,40.4213416,-3.6983741
284,284,MEGU,China,Medio,129 opiniones,UN ASIÁTICO DE CONFIANZA,"Tr.ª de San Isidoro de Sevilla, 28, 28005 Madrid",POINT EMPTY,No encontrado,,
285,285,Fratelli d'italia Lavapiés,Italiana,Bajo,198 opiniones,Un viaje a Italia sin salir de Madrid,"C. del Sombrerete, 1, 28012 Madrid",POINT (-99.0036553 19.3386613),No encontrado,19.3386613,-99.0036553
286,286,Piccola Napoli,Italiana,Medio,14 opiniones,Buena comida italiana en Madrid,No disponible,POINT EMPTY,No encontrado,,
287,287,La Taberna de Francesco,Italiana,Bajo,55 opiniones,"Voy prácticamente todos los días;Francesco y Sara son como familia,el trato es inmejorable y la comida espectacular.","C. de Ríos Rosas, 53, 28003 Madrid",POINT (-3.696326724028965 40.4419464),Rios Rosas,40.4419464,-3.696326724028965
288,288,Bowlers Kitchen,India,Medio,49 opiniones,Good Vibes Delivery 🛵🥗,No disponible,POINT EMPTY,No encontrado,,
289,289,El Brasero de Don Pedro,Restaurante de carne,Alto,847 opiniones,Mucho más de lo que esperaba,"Av. de Aragón, 358, 28022 Madrid",POINT (-3.571238224305556 40.4493265),Rejas,40.4493265,-3.571238224305556
290,290,nonsolocaffé,Italiana,Medio,192 opiniones,Auténtica comida italiana,"C. de Ríos Rosas, 52, 28003 Madrid",POINT (-3.695821690588716 40.4415315),Rios Rosas,40.4415315,-3.695821690588716
