Nombre,Fecha,Ubicacion,Precio,Enlace
La función que sale mal,2023-11-30T20:00:00.000+01:00,Teatro Amaya,"desde 22,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17610195/
La función que sale mal,2023-12-01T20:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17610196/
La función que sale mal,2023-12-02T17:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17610197/
La función que sale mal,2023-12-02T20:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17610198/
La función que sale mal,2023-12-03T18:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17610199/
La función que sale mal,2023-12-05T20:00:00.000+01:00,Teatro Amaya,"desde 18,75 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814239/
La función que sale mal,2023-12-07T20:00:00.000+01:00,Teatro Amaya,,https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814242/
La función que sale mal,2023-12-08T17:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814244/
La función que sale mal,2023-12-08T20:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814247/
La función que sale mal,2023-12-09T17:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814250/
La función que sale mal,2023-12-09T20:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814253/
La función que sale mal,2023-12-10T18:00:00.000+01:00,Teatro Amaya,"desde 25,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814255/
La función que sale mal,2023-12-12T20:00:00.000+01:00,Teatro Amaya,"desde 18,75 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814258/
La función que sale mal,2023-12-13T20:00:00.000+01:00,Teatro Amaya,,https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814260/
La función que sale mal,2023-12-15T20:00:00.000+01:00,Teatro Amaya,"desde 22,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814262/
La función que sale mal,2023-12-16T17:00:00.000+01:00,Teatro Amaya,"desde 22,00 €",https://www.entradas.com/event/la-funcion-que-sale-mal-teatro-amaya-17814265/
