Nombre,Fecha,Ubicacion,Precio,Enlace
Concierto Sinfónico de Abono B12 (Viernes),2024-02-16T19:30:00.000+01:00,Teatro Monumental,"desde 15,00 €",https://www.entradas.com/event/concierto-sinfonico-de-abono-b12-viernes-teatro-monumental-17557325/
Concierto Sinfónico de Abono A13 (Jueves),2024-02-22T19:30:00.000+01:00,Teatro Monumental,"desde 15,00 €",https://www.entradas.com/event/concierto-sinfonico-de-abono-a13-jueves-teatro-monumental-17557326/
Concierto Sinfónico de Abono A17 (Viernes),2024-04-12T19:30:00.000+02:00,Teatro Monumental,"desde 15,00 €",https://www.entradas.com/event/concierto-sinfonico-de-abono-a17-viernes-teatro-monumental-17557335/
Concierto Sinfónico de Abono B14 (Jueves),2024-02-29T19:30:00.000+01:00,Teatro Monumental,"desde 15,00 €",https://www.entradas.com/event/concierto-sinfonico-de-abono-b14-jueves-teatro-monumental-17557328/
Concierto Sinfónico de Abono B8 (Jueves),2024-01-11T19:30:00.000+01:00,Teatro Monumental,"desde 15,00 €",https://www.entradas.com/event/concierto-sinfonico-de-abono-b8-jueves-teatro-monumental-17557316/
