Nombre,Fecha,Ubicacion,Precio,Enlace
"Aladdín, el musical",2023-11-30T20:00:00.000+01:00,Teatro Coliseum,"desde 40,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17587256/
"Aladdín, el musical",2023-12-01T17:30:00.000+01:00,Teatro Coliseum,"desde 57,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17587316/
"Aladdín, el musical",2023-12-01T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17587325/
"Aladdín, el musical",2023-12-02T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17587321/
"Aladdín, el musical",2023-12-02T21:30:00.000+01:00,Teatro Coliseum,"desde 57,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17587318/
"Aladdín, el musical",2023-12-03T17:30:00.000+01:00,Teatro Coliseum,"desde 57,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17587322/
"Aladdín, el musical",2023-12-05T20:00:00.000+01:00,Teatro Coliseum,"desde 57,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681285/
"Aladdín, el musical",2023-12-06T16:00:00.000+01:00,Teatro Coliseum,"desde 59,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681282/
"Aladdín, el musical",2023-12-06T20:00:00.000+01:00,Teatro Coliseum,"desde 60,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681286/
"Aladdín, el musical",2023-12-07T20:00:00.000+01:00,Teatro Coliseum,"desde 77,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681284/
"Aladdín, el musical",2023-12-08T17:30:00.000+01:00,Teatro Coliseum,"desde 60,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681262/
"Aladdín, el musical",2023-12-08T21:30:00.000+01:00,Teatro Coliseum,"desde 77,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681245/
"Aladdín, el musical",2023-12-09T17:30:00.000+01:00,Teatro Coliseum,"desde 60,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17661795/
"Aladdín, el musical",2023-12-09T21:30:00.000+01:00,Teatro Coliseum,"desde 77,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681196/
"Aladdín, el musical",2023-12-10T17:30:00.000+01:00,Teatro Coliseum,"desde 57,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681283/
"Aladdín, el musical",2023-12-12T20:00:00.000+01:00,Teatro Coliseum,"desde 43,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17660068/
"Aladdín, el musical",2023-12-13T20:00:00.000+01:00,Teatro Coliseum,"desde 40,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679777/
"Aladdín, el musical",2023-12-14T20:00:00.000+01:00,Teatro Coliseum,"desde 43,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679778/
"Aladdín, el musical",2023-12-15T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17660555/
"Aladdín, el musical",2023-12-15T21:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680016/
"Aladdín, el musical",2023-12-16T17:30:00.000+01:00,Teatro Coliseum,"desde 59,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681195/
"Aladdín, el musical",2023-12-16T21:30:00.000+01:00,Teatro Coliseum,"desde 58,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681189/
"Aladdín, el musical",2023-12-17T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17660825/
"Aladdín, el musical",2023-12-19T20:00:00.000+01:00,Teatro Coliseum,"desde 43,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679779/
"Aladdín, el musical",2023-12-20T20:00:00.000+01:00,Teatro Coliseum,"desde 43,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679780/
"Aladdín, el musical",2023-12-21T20:00:00.000+01:00,Teatro Coliseum,"desde 43,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679781/
"Aladdín, el musical",2023-12-22T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681230/
"Aladdín, el musical",2023-12-22T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681241/
"Aladdín, el musical",2023-12-23T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681197/
"Aladdín, el musical",2023-12-23T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681207/
"Aladdín, el musical",2023-12-26T20:00:00.000+01:00,Teatro Coliseum,"desde 59,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681319/
"Aladdín, el musical",2023-12-27T20:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681320/
"Aladdín, el musical",2023-12-28T16:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681313/
"Aladdín, el musical",2023-12-28T20:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681321/
"Aladdín, el musical",2023-12-29T17:30:00.000+01:00,Teatro Coliseum,"desde 59,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681250/
"Aladdín, el musical",2023-12-29T21:30:00.000+01:00,Teatro Coliseum,"desde 57,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681225/
"Aladdín, el musical",2023-12-30T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681199/
"Aladdín, el musical",2023-12-30T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681191/
"Aladdín, el musical",2023-12-31T22:30:00.000+01:00,Teatro Coliseum,"desde 60,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17894327/
"Aladdín, el musical",2024-01-02T20:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681314/
"Aladdín, el musical",2024-01-03T20:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681317/
"Aladdín, el musical",2024-01-04T20:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681316/
"Aladdín, el musical",2024-01-05T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681249/
"Aladdín, el musical",2024-01-06T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681203/
"Aladdín, el musical",2024-01-06T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681194/
"Aladdín, el musical",2024-01-07T16:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681318/
"Aladdín, el musical",2024-01-07T20:00:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681315/
"Aladdín, el musical",2024-01-09T20:00:00.000+01:00,Teatro Coliseum,"desde 40,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679856/
"Aladdín, el musical",2024-01-10T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679872/
"Aladdín, el musical",2024-01-11T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679869/
"Aladdín, el musical",2024-01-12T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680013/
"Aladdín, el musical",2024-01-12T21:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680015/
"Aladdín, el musical",2024-01-13T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681201/
"Aladdín, el musical",2024-01-13T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681202/
"Aladdín, el musical",2024-01-14T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680178/
"Aladdín, el musical",2024-01-16T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679846/
"Aladdín, el musical",2024-01-17T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679858/
"Aladdín, el musical",2024-01-18T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679861/
"Aladdín, el musical",2024-01-19T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680017/
"Aladdín, el musical",2024-01-19T21:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680012/
"Aladdín, el musical",2024-01-20T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681204/
"Aladdín, el musical",2024-01-20T21:30:00.000+01:00,Teatro Coliseum,"desde 58,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681190/
"Aladdín, el musical",2024-01-21T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680173/
"Aladdín, el musical",2024-01-23T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679870/
"Aladdín, el musical",2024-01-24T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679850/
"Aladdín, el musical",2024-01-25T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679860/
"Aladdín, el musical",2024-01-26T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680014/
"Aladdín, el musical",2024-01-26T21:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680110/
"Aladdín, el musical",2024-01-27T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681188/
"Aladdín, el musical",2024-01-27T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681209/
"Aladdín, el musical",2024-01-28T16:00:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680191/
"Aladdín, el musical",2024-01-28T20:00:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680184/
"Aladdín, el musical",2024-01-30T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679853/
"Aladdín, el musical",2024-01-31T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679854/
"Aladdín, el musical",2024-02-01T20:00:00.000+01:00,Teatro Coliseum,"desde 25,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17679865/
"Aladdín, el musical",2024-02-02T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680117/
"Aladdín, el musical",2024-02-02T21:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680115/
"Aladdín, el musical",2024-02-03T17:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681198/
"Aladdín, el musical",2024-02-03T21:30:00.000+01:00,Teatro Coliseum,"desde 39,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17681206/
"Aladdín, el musical",2024-02-04T17:30:00.000+01:00,Teatro Coliseum,"desde 35,00 €",https://www.entradas.com/event/aladdin-el-musical-teatro-coliseum-17680179/
El sentido del humor,2023-12-10T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17707293/
El sentido del humor,2024-01-07T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17831203/
El sentido del humor,2024-01-21T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17831204/
El sentido del humor,2024-01-28T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17831205/
El sentido del humor,2024-02-04T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17831206/
El sentido del humor,2024-02-11T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17831207/
El sentido del humor,2024-02-18T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17831208/
El sentido del humor,2024-02-25T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17831209/
El sentido del humor,2024-03-03T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17903705/
El sentido del humor,2024-03-10T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17903716/
El sentido del humor,2024-03-17T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17948390/
El sentido del humor,2024-03-24T12:00:00.000+01:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17903717/
El sentido del humor,2024-03-31T12:00:00.000+02:00,Gran Teatro CaixaBank Príncipe Pío,"desde 26,00 €",https://www.entradas.com/event/el-sentido-del-humor-gran-teatro-caixabank-principe-pio-17903718/
Queralt Lahoz,2023-12-01T22:30:00.000+01:00,Sala Villanos,"desde 21,00 €",https://www.entradas.com/event/queralt-lahoz-sala-villanos-17340954/
Queralt Lahoz,2023-12-02T22:30:00.000+01:00,Sala Villanos,"desde 21,00 €",https://www.entradas.com/event/queralt-lahoz-sala-villanos-17340955/
El Brujo - Los dioses y Dios,2024-01-10T20:00:00.000+01:00,Teatro Bellas Artes,"desde 13,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922701/
El Brujo - Los dioses y Dios,2024-01-11T20:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922702/
El Brujo - Los dioses y Dios,2024-01-12T20:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922703/
El Brujo - Los dioses y Dios,2024-01-13T19:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922704/
El Brujo - Los dioses y Dios,2024-01-14T19:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922705/
El Brujo - Los dioses y Dios,2024-01-16T20:00:00.000+01:00,Teatro Bellas Artes,"desde 13,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922706/
El Brujo - Los dioses y Dios,2024-01-17T20:00:00.000+01:00,Teatro Bellas Artes,"desde 13,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922707/
El Brujo - Los dioses y Dios,2024-01-18T20:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922708/
El Brujo - Los dioses y Dios,2024-01-19T20:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922709/
El Brujo - Los dioses y Dios,2024-01-20T19:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922710/
El Brujo - Los dioses y Dios,2024-01-21T19:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922711/
El Brujo - Los dioses y Dios,2024-01-23T20:00:00.000+01:00,Teatro Bellas Artes,"desde 13,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922712/
El Brujo - Los dioses y Dios,2024-01-24T20:00:00.000+01:00,Teatro Bellas Artes,"desde 13,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922713/
El Brujo - Los dioses y Dios,2024-01-25T20:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922714/
El Brujo - Los dioses y Dios,2024-01-26T20:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922715/
El Brujo - Los dioses y Dios,2024-01-27T19:00:00.000+01:00,Teatro Bellas Artes,"desde 20,00 €",https://www.entradas.com/event/el-brujo-los-dioses-y-dios-madrid-teatro-bellas-artes-17922716/
